tweet_time,tweet_owner,tweet_text,owner_university,owner_name,label
2023-03-23T19:01:13.000Z,godknowswho__,خیلی عکسای زیبایی داره میاد توی تایم لاینم، ولی لایک نمی‌کنم تا فکر بد نکنید راجع بهم.,IUST,Mohsen,other
2023-03-23T08:34:45.000Z,godknowswho__,من بد هستم و این خوب است. هرگز خوب نخواهم شد و این بد نیست.,IUST,Mohsen,inspirational_and_motivational
2023-03-22T18:26:13.000Z,godknowswho__,والا بابا:)))))))),IUST,Mohsen,funny_and_humorous
2023-03-22T16:46:11.000Z,godknowswho__,خدایی من با تقواترم که گات رو هم میبینم عاخ نمیگم یا این کصمغزایی که میگن موهاتون بیرون باشه تحریک میشیم؟,IUST,Mohsen,other
2023-03-22T09:31:36.000Z,godknowswho__,الان تازه دو سوم شدی بابا,IUST,Mohsen,other
2023-03-22T09:30:59.000Z,godknowswho__,این صبحش داشت می‌گفت تری سام میخوام ها. حالا استوری پارتنرش رو گذاشته با کپشن عشقم، با تو زندگیم کامل شده,IUST,Mohsen,entertainment_and_pop_culture
2023-03-21T22:01:42.000Z,godknowswho__,از این chatgpt خیلی می‌ترسم. درسته که داره گزارش کارام رو می‌نویسه ولی داره بازم آینده بشر رو به گا میده.,IUST,Mohsen,technology_and_innovation
2023-03-21T12:40:38.000Z,godknowswho__,لعنتی چرا باز نمیشی,IUST,Mohsen,other
2023-03-21T12:40:19.000Z,godknowswho__, هفته اس میخوام درس بخونم ولی جاش یک ساعته که دارم در دلستر شیشه ای رو با چاقو باز میکنم.,IUST,Mohsen,other
2023-03-18T19:03:25.000Z,godknowswho__,میرم فیلم بدون سانسور میگیرم که صحنه هاش رو اسکیپ می‌کنم. پشمای صدا سیما ریخته,IUST,Mohsen,entertainment_and_pop_culture
2023-03-18T18:57:59.000Z,godknowswho__,چه دوران خوبی بود,IUST,Mohsen,othern
2023-03-18T18:56:26.000Z,godknowswho__,یه بارم وسط کلاس به معلم گفتم که باشه، شب میام جبران میکنم براتون. اینکه چرا گوشم رو گرفت، خمم کرد و با یه لگد به کون از کلاس بیرونم انداخت رو اصلا درک نمیکنم,IUST,Mohsen,funny_and_humorous
2023-03-18T18:46:54.000Z,godknowswho__,از کل این دانشگاه، دلم برای یک کصخل مکانیکی، یک کصخل معماری، یه کصخل صنایعی و یه کصخل برقی تنگ میشه.,IUST,Mohsen,education_and_learning
2023-03-17T20:59:51.000Z,godknowswho__,برعکس من که هر چی تو دلم باشه، بهش میگم:),IUST,Mohsen,othern
2023-03-17T20:58:57.000Z,godknowswho__,اینا چرا حرفای دلشون رو به هم نمیزنن؟ فکر کنم از گفتن یه چیزایی میترسن.,IUST,Mohsen,social_issues_and_activism
2023-03-17T08:34:41.000Z,godknowswho__,لامصب این حراست هم که هربار موقع افطار پیدامون می‌کرد. تازه وقتی می‌پرسید داری چه غلطی میکنی، تعارفم میزدم بهشون:)))),IUST,Mohsen,food_and_cooking
2023-03-17T08:31:43.000Z,godknowswho__,دارم از الان برای علموص رمضونیِ بعد از عید آماده میشم.,IUST,Mohsen,food_and_cooking
2023-03-15T17:36:41.000Z,godknowswho__,طفلی ایلان ماسک،جای بدی به دنیا اومد. اگه لک لک ها آورده بودنش ایران، الان تسلاش مجانی وام می‌گرفت، ماهواره های استارلینکش تو جو متلاشی می‌شدن ولی موفقیت بزرگ محسوب می‌شد، اون فالکون  و استارشیپش هم که توی موزه دفاع مقدس به عنوان مظهر قدرت منطقه به نمایش گذاشته میشد. هعی جبر...,IUST,Mohsen,technology_and_innovation
2023-03-13T09:24:55.000Z,godknowswho__,اصن وقتی بچه بودم، می‌گفتم بزرگ که شدم، میخوام خلبان بشم پس چرا اینا دارن معادلات ماکسول درس میدن بهم؟,IUST,Mohsen,education_and_learning
2023-03-11T18:37:52.000Z,godknowswho__,من  ترمم رو با  میلیون ازاد کردم، ترم  ام رو با  میلیون.,IUST,Mohsen,education_and_learning
2022-09-20T15:43:00.000Z,godknowswho__,چرا یهویی وی پی ان هام اینقد ضعیف شدن؟ فقط منم؟,IUST,Mohsen,technology_and_innovation
2022-09-20T09:15:53.000Z,godknowswho__,به پسرا پیشنهاد میکنم که برای برای فردا ریشاتون رو بزنید، لباستونم عوض کنید.,IUST,Mohsen,fashion_and_style
2022-09-13T11:05:30.000Z,godknowswho__,اژدهایانِ تصور کننده، خیلی گروه حقیه.,IUST,Mohsen,inspirational_and_motivational
2022-09-10T13:02:23.000Z,godknowswho__,خدایی صاحاب علموص خلاقه. آز ها رو دیگه چرا تفکیک کرده,IUST,Mohsen,science_and_discovery
2022-09-07T09:32:23.000Z,godknowswho__,من سر فوت آدما هم گریه نکردم، ولی سر مینام دارم عر میزنم...,IUST,Mohsen,funny_and_humorous
2022-08-24T15:14:21.000Z,godknowswho__,داشت می‌گفت:بهم آرامش میدی ولی خیلی گوه میخوری,IUST,Mohsen,othern
2022-08-23T12:07:48.000Z,godknowswho__,اگه میدونی این چیه...*میره سرچ میکنه محصول ساخت چه سالیه*... پس به اندازهٔ سن محصول+ سال سن داری.,IUST,Mohsen,other
2022-08-23T12:04:49.000Z,godknowswho__,تا آخر امسال گیَم من. GG,IUST,Mohsen,gaming
2022-08-05T16:38:41.000Z,godknowswho__,شام غریبان نیاز به محرم نداره که، هر شب تو ایران، یدونه ازین شاما داریم.,IUST,Mohsen,social_issues_and_activism
2022-07-25T21:17:50.000Z,godknowswho__,حالا چرا برق روی لباش بهش می‌گفتن که خانومی عشقش رو به بازی گرفته، اون رو اشتباهی گرفته؟,IUST,Mohsen,entertainment_and_pop_culture
2022-07-17T11:23:38.000Z,godknowswho__,اگه یارو اینقدر خر نبود که در رو باز کنه یا به سمت صدا بره، هیچ فیلم ترسناکی ساخته نمی‌شد:),IUST,Mohsen,entertainment_and_pop_culture
2022-07-17T09:55:05.000Z,godknowswho__,بی‌رویه - ایران,IUST,Mohsen,politics_and_current_affairs
2022-07-09T11:27:20.000Z,godknowswho__,البته خداروشکر   سالی میشه که ازین کصشرا فاصله گرفتم، ولی بازم به ورژنی از من که به این اراجیف باور داشت، می‌خندم.,IUST,Mohsen,other
2022-07-09T11:25:57.000Z,godknowswho__,تاثیرات نظام آموزشی ایران روی مغز من: رائفی پور: چه مرد دانا و مدبری، یار حضرت پس از ظهور. اون آقاهه: صورتش روشنه، میگن روی حصیر میخوابه پس آدم معصومی باید باشه. چادری: معتقد، آدم درستکار. بزرگ شدم میخوام چادری بشم. و...,IUST,Mohsen,education_and_learning
2022-07-09T09:34:24.000Z,godknowswho__,جوری که مردم انتخاب رشته میکنن:,IUST,Mohsen,education_and_learning
2022-06-29T12:42:47.000Z,godknowswho__,مترو بودم. کنکوری‌های زیادی رو می‌دیدم که داشتن از جلسه برمی‌گشتن. قشنگ معلوم بود کنکور داده بودن. شاد شاد بودن:),IUST,Mohsen,education_and_learning
2022-06-28T08:12:43.000Z,godknowswho__,بهم میگه کامپی؟ میگم نه برقم. میگه کول تر ازونی که برقی باشی آخه:),IUST,Mohsen,technology_and_innovation
2022-06-28T06:48:58.000Z,godknowswho__,نه بابا دیوونههههه. تازه بهشون بگو دوست همایونی، جای استاد رو هم میدن بهت:),IUST,Mohsen,entertainment_and_pop_culture
2022-06-27T15:34:02.000Z,godknowswho__,من همه رو میشناسما، اونام من رو میشناسن. ولی خب از کنارتون عین بز رد میشم پ.ن: نه حالا بز، یه لبخندی هم میزنم بهتون:),IUST,Mohsen,other
2022-06-27T14:33:55.000Z,godknowswho__,الان که نمرهٔ پایانی اومده، می‌خوام برم به استاد فحش ناموس بدم که شاید حذفم کنه:),IUST,Mohsen,education_and_learning
2022-06-27T14:29:45.000Z,godknowswho__,از نمرات من، میتونن یه دنبالهٔ جدید درست کنن. دیگه حسابی و هندسی نیستن:))),IUST,Mohsen,education_and_learning
2022-06-26T14:25:04.000Z,godknowswho__,پایان باز میزاره مرتیکه، اسپیس میده,IUST,Mohsen,entertainment_and_pop_culture
2022-06-26T11:13:23.000Z,godknowswho__,فکت: پسری که میتونه  ثانیه نفسش رو نگه داره، مرد زندگیه.,IUST,Mohsen,health_and_wellness
2022-06-26T11:11:46.000Z,godknowswho__,این چیزایی که به عنوان فکت توییت می‌کنید رو اگه دانشمندا ببینن، تشنج میکنن=))),IUST,Mohsen,science_and_discovery
2022-06-25T19:16:05.000Z,godknowswho__,بیا که همهمه‌ام، نمیرسم به صدا.,IUST,Mohsen,other
2022-06-25T16:51:29.000Z,godknowswho__, به بالا که باید باشه. (نبودم مهم نیست البته) اون  هم به نیته. از مذهبی بودنت اشک شوق می‌ریزم.,IUST,Mohsen,religion_and_spirituality
2022-06-23T20:05:26.000Z,godknowswho__,چسناله نیست، همین طوری به ذهنم رسید.,IUST,Mohsen,other
2022-06-23T20:04:50.000Z,godknowswho__,ما همه به روش خودمان خراب شده‌ایم.,IUST,Mohsen,othern
2022-06-23T13:54:02.000Z,godknowswho__,استاد گرامی، واقعا استاد خوبی هستی، مشتی هستی، فقط من دوست دارم. بقیه دانشجوها اصن دوست ندارن،تازه پشت سرت هم بهت فحش میدن.,IUST,Mohsen,education_and_learning
2022-06-22T15:37:53.000Z,godknowswho__,ریدن دست خداست,IUST,Mohsen,religion_and_spirituality
2022-06-20T17:31:33.000Z,godknowswho__,ارزش پول با شت برابر شده. آخه یه پفک کوچولو  تومن؟,IUST,Mohsen,business_and_finance
2022-06-20T16:32:34.000Z,godknowswho__,از من به شما نصیحت، داخل ساختمون شرت بپوشید، نپوشیدین حداقل با دست نگه دارین شلوار رو. نگه نداشتین لااقل مواظب باشین دختر همسایه جلوتون سبز نشه. از من که گذشت، گفتم شماها ضایع نشین=))),IUST,Mohsen,funny_and_humorous
2022-06-19T19:44:04.000Z,godknowswho__,واقعا چیز دستی رو به حد اعلا رسوندم:,IUST,Mohsen,other
2022-06-18T17:48:44.000Z,godknowswho__,جزوه‌ام را ورق میزنم، فقط عکس هایش را میفهمم. آه می‌کشم.,IUST,Mohsen,education_and_learning
2022-06-18T15:26:30.000Z,godknowswho__,کلاسای ضبط شده رو دارم می‌بینم. استاد میگه ای کاش الان قیافه هاتون رو می‌دیدم. به نظر میاد هرکدومتون یکی یه کتاب رو محکم زدید زمین از بس هیچی نمی‌فهمید,IUST,Mohsen,education_and_learning
2022-06-18T08:48:18.000Z,godknowswho__,به دوستم میگم که بگیم امتحان رو بندازن عقب. برگشته میگه یه پایان تلخ بهتر از یه تلخی بی پایانه:)))),IUST,Mohsen,education_and_learning
2022-06-18T08:33:44.000Z,godknowswho__,چقدر بی ادبم من. یکی بیاد فلفل بریزه دهنم,IUST,Mohsen,funny_and_humorous
2022-06-17T17:27:05.000Z,godknowswho__,به والله که Im giving ass با این امتحانا,IUST,Mohsen,education_and_learning
2022-06-17T06:50:33.000Z,godknowswho__,وضعیت این روزا:,IUST,Mohsen,social_issues_and_activism
2022-06-16T15:39:55.000Z,godknowswho__,آقا لپتابم مشکل پیدا کرده. هربار که میام پی دی اف رو باز کنم و درس بخونم، یهو صفحهٔ فیلم باز میشه. کسی نمیدونه چجوری میشه حلش کرد؟,IUST,Mohsen,technology_and_innovation
2022-06-15T13:19:25.000Z,godknowswho__,ریاضی خودتونم ضعیفه.,IUST,Mohsen,education_and_learning
2022-06-15T13:19:12.000Z,godknowswho__,اینکه نمره ها رو به درصد بهم میگن گول زننده اس. مثلا یه درسی رو  درصد می‌گیرم، میگم ایول  شدم، ولی یهو  میشم.,IUST,Mohsen,education_and_learning
2022-06-15T13:10:01.000Z,godknowswho__,ریدم باشم اخه؟,IUST,Mohsen,other
2022-06-15T08:12:38.000Z,godknowswho__,مهم نیست امتحان رو ریدم باشم. وقتی دسته جمعی ریدیم، شنگولم=)),IUST,Mohsen,education_and_learning
2022-06-14T15:51:51.000Z,godknowswho__,ترم یک یه استادی داشتیم، می‌گفت اگه بری سردر دانشکده اعلامیه بزنی که فلانی هستم و یه خنگم که نمیتونه این درس رو پاس کنه با  پاست می‌کنم. اون موقع بهش خندیدیم، الان که اومدیم بالا می‌بینیم چه اسطورهٔ طلایی بوده=))),IUST,Mohsen,education_and_learning
2022-06-13T14:32:49.000Z,godknowswho__,یواش یواش داریم به دانشجوی گرامی، نمرهٔ درس ... شما با مقدار ... ثبت شده است نزدیک میشیم:)),IUST,Mohsen,education_and_learning
2022-06-12T13:03:08.000Z,godknowswho__,این بیشتر از رئیسی، ارق میهن دوستی من رو بالا برده.,IUST,Mohsen,politics_and_current_affairs
2022-06-11T11:33:03.000Z,godknowswho__,به نظرم به جای اینکه بگیم به گا رفتم، بگیم به ایران رفتم:)),IUST,Mohsen,travel_and_adventure
2022-06-11T11:05:04.000Z,godknowswho__,ای کاش تمام آلت ها بودم و با تمامشان در آموزش دانشگاه‌ فرو می‌رفتم...,IUST,Mohsen,othern
2022-06-10T18:58:07.000Z,godknowswho__,یکی بیاد استارتر پک آهنگای همایون بهم پیشنهاد بده,IUST,Mohsen,entertainment_and_pop_culture
2022-06-10T10:46:50.000Z,godknowswho__,جناب شجریان بیشتر به دانشجو بها میده تا دانشگاه به دانشجو:),IUST,Mohsen,education_and_learning
2022-06-10T10:43:53.000Z,godknowswho__,کرونا که شد چس ترم بودم، الان دیگه دارم یواش یواش سال آخری میشم.,IUST,Mohsen,health_and_wellness
2022-06-10T08:00:20.000Z,godknowswho__,دادای ماهم عروسی کرد,IUST,Mohsen,family_and_parenting
2022-06-09T19:22:37.000Z,godknowswho__,واقعا جومونگ برای چی جنگید؟,IUST,Mohsen,entertainment_and_pop_culture
2022-06-09T19:20:29.000Z,godknowswho__,گوگوریو اینقدر شهید نداد تا نوادگانش این شکلی بشن:,IUST,Mohsen,social_issues_and_activism
2022-06-09T17:15:36.000Z,godknowswho__,ریاضیات مهندسی رو شاید یه روزی بفهمم ولی قطعا ربط کپشن های اینستا با پستاتون رو نمی‌فهمم:))),IUST,Mohsen,education_and_learning
2022-06-09T07:59:09.000Z,godknowswho__,طفلکی,IUST,Mohsen,family_and_parenting
2022-06-09T06:54:48.000Z,godknowswho__,دیر توییت زدن بهتر از هرگز نزدنه.,IUST,Mohsen,inspirational_and_motivational
2022-06-09T06:54:00.000Z,godknowswho__,وقتی پروفسور میفهمه صندوق امانات بانک ملی رو زدن:)))),IUST,Mohsen,business_and_finance
2022-06-08T19:08:43.000Z,godknowswho__,یه بار دیگه ازین توییتای گرمههههه بزنید، هیچ گوهی نمیتونم بخورم ولی تو رو خدا نزنید.,IUST,Mohsen,food_and_cooking
2022-06-07T20:10:52.000Z,godknowswho__,زنیکه، فقط وقتی کار داری پیام نده.,IUST,Mohsen,other
2022-06-07T18:58:23.000Z,godknowswho__,من دوستای کصخلم رو بیشتر از دوستای عادیم دوست دارم.,IUST,Mohsen,other
2022-06-07T18:42:55.000Z,godknowswho__,ببخشید، *ایه مال,IUST,Mohsen,other
2022-06-07T18:42:31.000Z,godknowswho__,تنها دستاوردی که پیامای شما عزیزان با مضمون استاد و تی ای عزیزم، متشکرم از یک ترم عالی و اکور پکور و این کصشرا توی گروه‌های کلاسی داره، شناسایی شما به عنوان یک خایه ماله. بازنشر بدید بفهمن,IUST,Mohsen,education_and_learning
2022-06-07T18:33:31.000Z,godknowswho__,هی میگم امتحان حضوری خوبه میگید نه. هربار استاد رو سر جلسه امتحان میتونم ببینم و تو چشاش خیره شم و بگم رحم کن تو نمره دادنت,IUST,Mohsen,education_and_learning
2022-06-07T15:28:16.000Z,godknowswho__,چه عکس کارت دانشجویی دخترا ریده. [عکس کارت وی با افکت اینستا نیز درست نمی‌شود],IUST,Mohsen,education_and_learning
2022-06-07T15:21:48.000Z,godknowswho__,احساسات دخترانه ام گل کرد,IUST,Mohsen,othern
2022-06-07T15:09:02.000Z,godknowswho__,این طريقهٔ سورپرایز شدن رو هم خودم ساختم.,IUST,Mohsen,other
2022-06-07T15:08:26.000Z,godknowswho__,یعنی قشنگ جیزز فاکینگ شت:)))),IUST,Mohsen,funny_and_humorous
2022-06-07T15:07:49.000Z,godknowswho__,یه خری رفته مارو به سرایدار دانشکده لو داده که آقا اینا مال دانشکده ما نیستن، بیرونشون کن,IUST,Mohsen,education_and_learning
2022-06-07T05:06:08.000Z,godknowswho__,بعد از   بار گم کردن کارت‌های بانکیم، اگه این بلوبانک جدیدم رو هم(که قبلیش رو هم گم کرده بودم) گم کنم، دیگه باید به جای حواس پرت، یه تایتل جدید روم گذاشته بشه. مثلا کص حواس.,IUST,Mohsen,other
2023-06-01T16:49:09.000Z,kimiaxa,.. جاده  مایل,IUST,Kimia,entertainment_and_pop_culture
2023-06-01T06:43:21.000Z,kimiaxa,تو زندگی همیشه بین پافشاری کردن و‌ رها کردن گیر کردم این موضوع که هر تصمیم ما یه در جدیدی رو تو زندگی باز میکنه یا میبنده داره آزارم میده.,IUST,Kimia,inspirational_and_motivational
2023-05-31T17:28:54.000Z,kimiaxa,Unpopular opinion : ارزش هدیه به قیمتش نیست.,IUST,Kimia,social_issues_and_activism
2023-05-31T11:25:15.000Z,kimiaxa,میدونی تنهایی اجتناب ناپذیره اتفاقا تو شلوغیا همیشه تنها تری، تو فقط یه قسمت از مسیرتو با یه عده که باهات هم مسیرن شیر میکنی و بعدشم از یه جایی به بعد راهتون جدا میشه از هم,IUST,Kimia,inspirational_and_motivational
2023-05-31T11:21:43.000Z,kimiaxa,از سوالایی که جوابشون به عهده خودمونه متنفرم.,IUST,Kimia,social_issues_and_activism
2023-05-30T15:19:56.000Z,kimiaxa,حس وقتی رو دارم که زمان دبستان میرفتم مدرسه و تنها دوستم غایب میشد,IUST,Kimia,education_and_learning
2023-05-30T09:07:20.000Z,kimiaxa,به یاد خنده زیبات,IUST,Kimia,inspirational_and_motivational
2023-05-29T20:11:37.000Z,kimiaxa,موجودی کافی نمیباشد.,IUST,Kimia,business_and_finance
2023-05-29T07:40:28.000Z,kimiaxa,همه ی ما یه بخشیمونو تو گذشته جا میذاریم و از اون به بعد دنبال همون بخش میگردیم و به دنبالش مایل ها راه میریم,IUST,Kimia,inspirational_and_motivational
2023-05-29T06:37:29.000Z,kimiaxa,اگر جای تغییر رفتار با هم دیگه حرف بزنیم خیلی از قطع ارتباط ها اتفاق نمیفته.,IUST,Kimia,social_issues_and_activism
2023-05-28T16:35:11.000Z,kimiaxa,اگه فکر میکنی پولدار بودن باعث میشه عن خاصی باشی یا از عن بودنت میکاهه باید بگم سخت در اشتباهی!,IUST,Kimia,inspirational_and_motivational
2023-05-28T16:28:28.000Z,kimiaxa,منم همینطور پیشی، منم همینطور….,IUST,Kimia,other
2023-05-28T10:22:26.000Z,kimiaxa,اون لحظه که حس میکنی متعلق به هیجا نیستی خیلی خیلی غم انگیزه. بقیه دارن کارای روزمرشونو میکنن و تو در درحالیکه بهشون نگاه میکنی داری توی ذهنت زندگی میکنی,IUST,Kimia,othern
2023-05-28T10:20:20.000Z,kimiaxa,هرروز بیشتر متن آهنگ :« من همونم که یه روز میخواستم دریا بشم » رو درک میکنم,IUST,Kimia,inspirational_and_motivational
2023-06-01T14:41:09.000Z,dramabm,بیش‌تر از هر چیزی، از تموم شدن تد لسو غمگینم.,IUST,Behin,entertainment_and_pop_culture
2023-06-01T12:41:20.000Z,dramabm,واقعا غیرقابل پیش‌بینیه این مرد.,IUST,Behin,other
2023-06-01T12:40:30.000Z,dramabm,من دلم می‌خواست شب تولدم با زیدم باشم پاستا و شراب بخورم نه اینکه بابام واسم تولد بگیره و دوستای خودش رو دعوت کنه.,IUST,Behin,family_and_parenting
2023-05-30T14:12:39.000Z,dramabm,وقتی برای مامانم پست می‌فرستم:,IUST,Behin,family_and_parenting
2023-05-30T09:19:06.000Z,dramabm,وسط بانک نشستم برای رییسمون فرق عرق و شراب رو توضیح می‌دم.,IUST,Behin,politics_and_current_affairs
2023-05-30T07:06:41.000Z,dramabm,آقا مهدی بهتره اول یکم روی تقویت زبانش کار کنه.,IUST,Behin,education_and_learning
2023-05-28T19:07:34.000Z,dramabm,امشب غم و دل‌تنگی رو به خواب تبدیل می‌کنم.,IUST,Behin,inspirational_and_motivational
2023-05-28T06:40:10.000Z,dramabm,بچه‌ها مشکلتون با چیپس لیمویی چیه؟,IUST,Behin,food_and_cooking
2023-05-27T13:45:23.000Z,dramabm,منم همین‌طور گربه.,IUST,Behin,pets_and_animals
2023-05-27T13:39:55.000Z,dramabm,امروز خیلی نه هستم، نه به آدم‌ها، نه به رانندگی، نه به زندگی.,IUST,Behin,othern
2023-05-26T20:42:43.000Z,dramabm,هدیه فکر می‌کنه چون امروز زیدم رو دیدم دیگه دلیلی نداره که ساعت  شب بگم زیدم رو می‌خوام.,IUST,Behin,pets_and_animals
2023-05-26T20:25:28.000Z,dramabm,نمی‌دونم دیگه این پسره رو بدید من برم سر خونه و زندگیم.,IUST,Behin,other
2023-05-24T14:57:38.000Z,dramabm,یک توییت در باب ریدن به سیستم ترافیکی شهر تهران.,IUST,Behin,politics_and_current_affairs
2023-05-24T10:30:14.000Z,dramabm,تصمیم گرفت این دفعه قارچم کنه.,IUST,Behin,health_and_wellness
2023-05-24T03:45:40.000Z,dramabm,می‌خوام دوباره برم چتری بزنم که شبیه سوسک شم.,IUST,Behin,travel_and_adventure
2023-05-23T14:18:57.000Z,dramabm,آرایشگرم از دوست‌پسرم بیش‌تر قربون صدقه‌م می‌ره.,IUST,Behin,beauty_and_cosmetics
2023-05-23T12:10:57.000Z,dramabm,انقدر موند پیرسینگ ناف بزنم.,IUST,Behin,fashion_and_style
2023-05-22T20:53:06.000Z,dramabm,در طول روز راهنمایی بقیه، شب هنگام در زندگی خود ریده و به‌گا رفته.,IUST,Behin,inspirational_and_motivational
2023-05-22T07:24:44.000Z,dramabm,معدل دیپلم بنده ، شد کل تابستون رو اجازه ندادن از خونه بیام بیرون، چون دختر همکار پدرم ، شده بود و من بی‌عرضه بودم که از اون بیش‌تر نشدم.,IUST,Behin,education_and_learning
2023-05-21T05:29:44.000Z,dramabm,دروغ گفتم، زیبا بود.,IUST,Behin,entertainment_and_pop_culture
2023-05-21T05:20:34.000Z,dramabm,اردیبهشت من زیبا نبود، نمی‌تونم رندوم بذارم.,IUST,Behin,other
2023-05-20T19:45:41.000Z,dramabm,از وقتی دکترم گفت روی پهلوی چپ نخواب، روش لم دادم.,IUST,Behin,health_and_wellness
2023-05-20T18:37:28.000Z,dramabm,خدایا چند می‌گیری بکُشی منو؟ خسته شدم.,IUST,Behin,othern
2023-05-20T17:58:59.000Z,dramabm,همسایه پایینی اومده توی تراس گل می‌کشه بوش اتاق رو ورداشته.,IUST,Behin,home_and_garden
2023-05-20T16:27:28.000Z,dramabm,آخوند کیرم دهنت.,IUST,Behin,social_issues_and_activism
2023-05-20T16:27:01.000Z,dramabm,مشکل قلبم بعد از پرداخت هزینه درمان، چند برابر شد.,IUST,Behin,health_and_wellness
2023-05-20T09:35:16.000Z,dramabm,پیجی که ازش لباس گرفتم جوابم رو نمیده.,IUST,Behin,fashion_and_style
2023-05-20T07:22:03.000Z,dramabm,طلبه شادی‌آفرین چیه دیگه.,IUST,Behin,education_and_learning
2023-05-20T05:21:05.000Z,dramabm,منم همین‌طور عباس، منم همین‌طور.,IUST,Behin,other
2023-05-20T03:16:10.000Z,dramabm,فقط یه چیزی مهدی جان، ٪ اینایی که گفتی عربی‌ان.,IUST,Behin,othern
2023-05-19T18:46:05.000Z,dramabm,گه خوردم، درد می‌کنه.,IUST,Behin,health_and_wellness
2023-05-19T18:15:04.000Z,dramabm,پیرسینگ جدید زدم، الان خوشحال‌ترم.,IUST,Behin,beauty_and_cosmetics
2023-05-19T10:31:20.000Z,dramabm,سر بی‌گناه تا پای چوبه دار می‌ره، بالای داره هم می‌ره.,IUST,Behin,inspirational_and_motivational
2023-05-19T10:26:21.000Z,dramabm,کاش مرده بودم و این شرایط رو هیچ‌وقت نمی دیدم.,IUST,Behin,inspirational_and_motivational
2023-05-19T05:17:21.000Z,dramabm,داشتم فکر می‌کردم داره  ساله‌م می‌شه و پیر شدم که کیمیا گفت  ساله دوستیم. ,IUST,Behin,family_and_parenting
2023-05-18T07:38:45.000Z,dramabm,My trypophobia.,IUST,Behin,health_and_wellness
2023-05-18T05:34:12.000Z,dramabm,این ژانر واقعا من رو به وجد میاره.,IUST,Behin,entertainment_and_pop_culture
2023-05-17T19:46:53.000Z,dramabm,رئال داره می‌رینه، عصبیم.,IUST,Behin,sports_and_athletics
2023-05-17T16:09:06.000Z,dramabm,خودم تهران، دلم اتحاد.,IUST,Behin,politics_and_current_affairs
2023-05-15T10:27:32.000Z,dramabm,چه اتفاقی می افتد اگر تصمیم بگیری که نمی‌خواهی من در کنار تو باشم؟ چه اتفاقی می افتد اگر تصمیم بگیری که نمی‌خواهی من در زندگیت باشم؟,IUST,Behin,other
2023-05-15T07:15:06.000Z,dramabm,خسته شدم از این‌که یهو به خودم می‌آم می‌بینم ساعت‌هاست به یه نقطه خیره شدم و افکار منفی‌ای که دارم، مثل یه شبح سیاه جلوم نشسته و صدای توی مغزم بهم می‌گه ضعیف‌تر از چیزی هستی که بتونی با مشکلاتت کنار بیای.,IUST,Behin,othern
2023-05-14T16:45:55.000Z,dramabm,هیچ لغتی مناسب حالی که دارم پیدا نمی‌کنم. خیلی دلم برای خودم می‌سوزه.,IUST,Behin,othern
2023-05-14T05:36:42.000Z,dramabm,تنهایی؛ تهران، دی‌ .,IUST,Behin,social_issues_and_activism
2023-05-13T06:19:25.000Z,dramabm,بالغ بر هزار بار بازی کردم.,IUST,Behin,gaming
2023-05-11T20:25:49.000Z,dramabm,پس کی بدنم می‌خواد بفهمه سر هر ناراحتی‌ای نباید تب کنه؟,IUST,Behin,health_and_wellness
2023-05-11T18:23:14.000Z,dramabm,تو خیابون ماشین عروس دیدم، یهو به خودم اومدم دیدم دارم با حسرت نگاه می‌کنم. چت شده زن؟ ازدواجی نبودی.,IUST,Behin,family_and_parenting
2023-05-11T18:18:44.000Z,dramabm,رفتم پاستا خوردم، بازم حالم خوب نشد.,IUST,Behin,food_and_cooking
2023-05-11T14:24:57.000Z,dramabm,دلام.,IUST,Behin,other
2023-05-11T13:04:27.000Z,dramabm,بعد از یه هفته فهمیدم جای لاک مشکی واسم سرمه‌ای زده.,IUST,Behin,beauty_and_cosmetics
2023-05-11T09:11:08.000Z,dramabm,شانسم به روایت تصویر:,IUST,Behin,entertainment_and_pop_culture
2023-05-11T09:06:41.000Z,dramabm,دلم می‌خواد یه کاری کنم حوصله‌م بیاد سر جاش، کمک.,IUST,Behin,other
2023-05-11T05:49:56.000Z,dramabm,یک چیز مرده را از گالری خود حذف کنید.,IUST,Behin,other
2023-05-10T13:56:14.000Z,dramabm,الان باید با زیدم هری پاتر ریواچ می‌کردیم.,IUST,Behin,books_and_literature
2023-05-10T12:59:37.000Z,dramabm,افسردگیم بر طرف شد، ممنون.,IUST,Behin,health_and_wellness
2023-05-10T12:18:39.000Z,dramabm,خدایا اگر وجود داری با صاعقه از وسط نصفم کن.,IUST,Behin,other
2023-05-10T11:51:07.000Z,dramabm,ترکیب این هوا و رهایم کن محسن چاوشی فقط خودکشی کم داره.,IUST,Behin,social_issues_and_activism
2023-05-09T22:27:15.000Z,dramabm,امیدوارم صبح وقتی دارم می‌رم سر کار برم زیر کامیون راحت شم.,IUST,Behin,automotive
2023-05-09T21:43:39.000Z,dramabm,بعضی وقتا انقدر غم و غصه یهو می‌ریزه تو دلم که اگر بخوابم هم می‌پرم هی، مثل امشب.,IUST,Behin,othern
2023-05-09T07:15:21.000Z,dramabm,چیزی قرمز را از گالری خود حذف کنید.,IUST,Behin,art_and_design
2023-05-09T03:31:06.000Z,dramabm,SALTANAT TALAB NAGAEIDAM. یکم از منشن‌ها رو خوندم مغزم سووووت کشید.,IUST,Behin,politics_and_current_affairs
