tweet_time,tweet_owner,tweet_text,owner_university,owner_name,label
2023-07-07T10:43:53.000Z,chatGPT,آب و هوا و فصل‌ها چقدر خوبه هوای گرم و آفتابی تو بهار تابستون پاییز و همچنین برف و سرمای زمستون همه‌شون دارن لذت خاص خودشون رو می‌دهن هر فصلی خودشو داره و هیچکدوم رو نمیشه با هم مقایسه کرد,openai,openai,weather_and_seasons
2021-08-09T10:03:11.000Z,haamedht,جناب ناصرخسرو می‌فرمایند «لعنت چرا فرستی خیره به چین و ماچین؟» با کمال احترام اما عرض کنم که لعنت به چین و ماچین,SHARIF,Hamed,politics_and_current_affairs
2023-07-06T08:13:44.000Z,chatGPT,مد و استایل همیشه جذابه و همیشه باعث میشه آدما خودشون رو خوب و خوشحال ببینن هر روز میشه با لباسای خوشگل و جدید خودمونو خوشحال کرد فقط لباس پوشیدن ساده نیست اون یه هنره,openai,openai,fashion_and_style
2023-05-29T01:35:16.000Z,chaoticsahar,رسالتم این است نذارم بقیه عکس خوشگل بگیرند,IUST,Sahar,social_issues_and_activism
2023-05-25T10:29:18.000Z,draiusx,کم‌کم دارید ناپدید می‌شیدا خرخونای بدبخت می‌رید واسه امتحانا بخونید,IUST,Dara,education_and_learning
2023-05-09T20:45:33.000Z,ahangeghamgin,پیج پیدا کردم تو اینستا سوال ریاضی میذاره وقتی ذهنم مشغوله حل میکنمشون البته تاثیری در مواجهه با شلوغیت ذهنم نداره صرفا از لحظاتش لذت می‌برم,IUST,Taraneh,education_and_learning
2023-05-15T06:48:40.000Z,thecrash123,من باز کارتامو جا گذاشتم خدایا مرگ,SHARIF,Yacii,other
2023-07-06T23:15:23.000Z,chatGPT,بازی‌ها خیلی باحالن وقتی کسی یک بازی جدید راه‌اندازی می‌کنه من کلا دنبالش می‌رم و خودم هم می‌خوام اونو تجربه کنم یکی از بهترین راه‌ها برای استراحت و خنده داره کسی هست که همینطور بازی کنه؟,openai,openai,gaming
2023-05-26T13:12:09.000Z,thecrash123,امیدوارم زن محلی در نهایت پیروز این نبرد بشه و نشکنه,SHARIF,Yacii,social_issues_and_activism
2023-07-06T20:47:58.000Z,chatGPT,توی زندگیم بدون دین و معنویت چیزی کمه احساس می‌کنم ارتباطم با دنیا و خودم عمیق‌تره و همیشه روحم رو آرام میکنه برام مهمه که به چیزهای بزرگتر از خودمون اعتقاد داشته باشیم,openai,openai,religion_and_spirituality
2023-04-30T17:57:36.000Z,thecrash123,میشه تمرین سری‌ام رو تمدید کنی؟,SHARIF,Yacii,sports_and_athletics
2023-07-07T07:00:36.000Z,chatGPT,خانواده بزرگمون تازه یک سگ نگهداری کردیم واقعا خوشحالم اون خیلی باهوش و مهربونه و همیشه انرژی داره حس خوبیه که یه حیوون خانگی داشته باشی که همیشه پشتت باشه و بهت احساس راحتی بده,openai,openai,pets_and_animals
2023-07-06T22:10:51.000Z,chatGPT,بهترین لحظات زندگیم وقتی با خانواده‌ام هستم هیچ چیزی به جای گذاشتن با خانواده و والدین نمی‌تونه خوب باشه عشق و حمایتشون بی‌نظیره یه بار دیگه بگم خانواده‌ام بهترینن,openai,openai,family_and_parenting
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن خیلی خوبه مخصوصا وقتی دوستاتم همراهتن و همه با هم وحشتناک می‌خندیم,openai,openai,gaming
2023-07-06T14:44:44.000Z,chatGPT,یادت باشه که تو همیشه قوی‌تر از اونی هستی که فکر می‌کنی هدفت رو تعیین کن و بهش برس تو میتونی,openai,openai,inspirational_and_motivational
2023-05-30T13:34:02.000Z,mguideds,عاایی واقعا,SHARIF,Mahdi,other
2023-07-07T04:46:01.000Z,chatGPT,ماشینای جدید خیلی قشنگن بخصوص اون مدل جدید رنگ سفید که دیروقت دیدم همشونو میخوام,openai,openai,automotive
2023-07-07T02:59:23.000Z,chatGPT,آخه دلم میخواد خونه‌مونو یه جورایی تغییر بدیم چندتا گلدون با چندتا گل بزاریم تو خونه یه حال خوب به خونه بده,openai,openai,home_and_garden
2023-07-05T23:02:02.000Z,chatGPT,علم و کشف‌ها حاکی از تمامیت انسانی است همیشه کنجکاوی و تلاش برای کشف جدید برای ما مهم است به همین دلیل علم را دوست دارم,openai,openai,science_and_discovery
2023-07-06T22:10:51.000Z,chatGPT,خانواده یعنی همه چیز برای من همه وقت‌ها خوشحالم که خانواده‌ام رو دارم و باهاشون وقت می‌گذرونم خدا رو شکر که والدین عالی و خواهر و برادران عزیزی دارم از خانواده‌م همیشه حمایت می‌کنم و همیشه بهشون احترام می‌ذارم خانواده بهترین هدیه زندگیه,openai,openai,family_and_parenting
2023-07-06T18:50:41.000Z,chatGPT,کتاب‌ها و ادبیات یکی از بهترین چیزها تو دنیاست عاشق حسی که کتاب خوندن بهم میده همیشه دنبال کتاب جدیدی می‌گردم که بخونم برام حس خوبیه که تو دنیای دیگه‌ای گم بشم و تو داستانی دیگه زندگی کنم,openai,openai,books_and_literature
2023-07-07T04:46:01.000Z,chatGPT,آخه دیگه چرا خودروها اینقدر گرون شدن؟ انگار همه چیز تو این دنیا قیمتش بالاست,openai,openai,automotive
2023-05-23T05:24:17.000Z,mandygdz,یه درصد زیادی از عمرم تو راه دانشگاه سپری شد,IUST,Mandana,education_and_learning
2023-07-06T18:50:41.000Z,chatGPT,آخرین کتابی که خوندم خیلی جذاب بود باید بیشتر وقت بذارم برای خوندن کتابا کتابا حس خاصی بهم میدن واقعا,openai,openai,books_and_literature
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی فقط برای آدماییه که جسارت داشته باشن هر کی دلش خواست بلیط بخره و بره سفر دیگه دیونه‌س منم توی این دسته از دیوونه‌ها جا دارم,openai,openai,travel_and_adventure
2023-07-07T02:59:23.000Z,chatGPT,تازه یه گلدون جدید برای خونه گرفتم حس خوبی داره واقعا,openai,openai,home_and_garden
2022-06-23T16:08:52.000Z,haamedht,تا زمانی که درست باشد چاپV,SHARIF,Hamed,technology_and_innovation
2023-05-10T19:34:58.000Z,thecrash123,گزارشگر تاجیکستانی وقتی مارتینز تلاش کرد که پنالتی بگیره و نتونست توی نشون دادن صحنه آهسته وار گفت بعله نیرنگ بازی بود,SHARIF,Yacii,sports_and_athletics
2023-07-06T11:57:57.000Z,chatGPT,چطور میشه کمک کرد به محیط‌زیست و پایداری؟ بگید نظراتتون رو,openai,openai,environment_and_sustainability
2023-05-27T21:56:15.000Z,dunebarf,یه روز بالاخره میام برت می‌دارم برا همیشه میریم بهت قول میدم,TEHRAN,Nic,travel_and_adventure
2021-02-24T10:55:43.000Z,selahimanesh,چقدر تو توییتر همه سریع جواب میدن انگار اصلا چادر زدن حصیر پهن کردن خوابیدن تو توییتر پی نوشت؛ حالا خواهش می‌کنم به این جمله توجه نکنید از این به بعد دیر جواب بدید,SHARIF,Sina,other
2023-05-24T19:24:13.000Z,strandedalireza,جان ویک قبلا اینقدر نمی‌زد توی تخمای ملت,IUST,Alireza,politics_and_current_affairs
2023-07-07T01:09:32.000Z,chatGPT,میخوام به دکوراسیون و آرایش خونه‌ام یه رونق جدید بدم انگار یه تغییر جدی به روحیه‌ام می‌ده,openai,openai,beauty_and_cosmetics
2023-07-06T01:24:25.000Z,chatGPT,میخوام در مورد این موضوع صحبت کنم کسب و کار و امور مالی همیشه جذاب بوده برام دوست دارم بیشتر بدونم و در این حوزه تجربه کسب کنم,openai,openai,business_and_finance
2023-07-05T23:02:02.000Z,chatGPT,علم و کشف دیگه چیزی نیست که باعث تعجب بشه هر روزه بچه‌های علمی یه چیز جدید رو کشف میکنن و بهمون نشون میدن که دنیا چه جای جالبیه این خبرا همیشه دلمونو شاد میکنه و خیالمون رو راحت میکنه که هنوز خیلی چیزا برای کشف گذاشته‌شده به علم ادامه بدهید,openai,openai,science_and_discovery
2023-07-07T02:59:23.000Z,chatGPT,خونه و باغ خوبی داشتن خیلی خوبه احساس آرامش و شادی می‌کنم وقتی توی خونه خودم هستم همیشه دوست دارم باغ رو آب بدم و گل‌ها رو نگهداری کنم,openai,openai,home_and_garden
2023-07-06T20:47:58.000Z,chatGPT,هر کس به هر دین و باوری که اعتقاد داره احترام بذاریم همه ما به سبک خودمون به دین و معنویت نگاه می‌کنیم همه ما در این سفر زندگیمون دنبال آرامش و صلح هستیم,openai,openai,religion_and_spirituality
2023-03-22T12:49:13.000Z,tellmewhythou,در حال حاضر در کنار خودم با خشم هستم,IUST,Melika,social_issues_and_activism
2023-07-06T08:13:44.000Z,chatGPT,اووه مد و استایل عشق من هیچ‌چیز بهتر از این نیست که با لباس‌های زیبا و مدرن خودتون رو بهترین نسخه خودتون نشون بدید همیشه برای روز خوبی از صبح تا شب لباس‌های بامزه و شیک انتخاب کنید فقط به خودتون و سلیقه خودتون وفادار باشید,openai,openai,fashion_and_style
2023-07-06T15:24:51.000Z,chatGPT,خنده دارترین چیز توی دنیا اینه که وقتی یکی بهت میگه زود بگو من یک راز دارم و تو بهش میگی چیه؟ و بعد می‌بینی که همه دارن میخندن,openai,openai,funny_and_humorous
2023-05-31T07:43:12.000Z,mguideds,تو این تصویر کدومشون تویی؟ زوم کن اسکرین‌شات بگیر و روی این توییت کوتش کن هدیه این توییت عدد تیشرت رامکه برنده‌ها هم با قرعه‌کشی مشخص می‌شن اگه عکس با کیفیت‌تر لازم داشتین اینجا آپلود کردیم,SHARIF,Mahdi,fashion_and_style
2023-07-06T01:24:25.000Z,chatGPT,تجارت و امور مالی همیشه عجیب و غریبه یکروز برنده‌ای و دیگر روز باخت‌کنی هرچند که ریسک و هیجانش هیچی نمی‌شه باورم نمیشه که اینقدر سرمایه‌گذاری و معامله‌گری برای بعضیا هیجان‌انگیز باشه,openai,openai,business_and_finance
2023-05-12T13:40:54.000Z,faraz_z1,خدمت شما,TEHRAN,Faraz,other
2023-07-06T08:13:44.000Z,chatGPT,اون آخرین پیراهنی که خریدم واقعا استایلش خفنه همه دوستام خیلی خوششون اومده و میگن چقدر خوشتیپ شدی فکر کنم باید بیشتر به مد و استایل علاقه داشته باشم,openai,openai,fashion_and_style
2023-05-08T16:42:17.000Z,mandygdz,من یه روحیه ماندانای نیکوکار دارم که یهو میزنه بالا و به خودم میام می‌بینم سر این‌که یه کار خوبیو انجام بدم خودمو به فنا دادم الان دقیقا تو همون لحظه هستم و دنبال دکمه گوه خوردمش می‌گردم,IUST,Mandana,inspirational_and_motivational
2023-07-06T18:50:41.000Z,chatGPT,یکی از بهترین چیزهایی که میتونی برای خودت بکنی اینه که بیشتر کتاب بخونی هم میتونی اطلاعات جدید بدست بیاری و هم از دنیای دیگه‌ای لذت ببری فقط یه کتاب خوب بردار و شروع کن,openai,openai,books_and_literature
2023-07-06T16:25:56.000Z,chatGPT,هنر و طراحی یه جو رو تو زندگی ما میسازه که هیچ‌چیز دیگه‌ای نمیتونه بسازه هر بار که نقاشی یا طرحی رو می‌بینم دلم شاد میشه و احساس زندگی بهم دست میده همه باید یه مقدار هنر و طراحی تو زندگی‌شون داشته باشن,openai,openai,art_and_design
2023-05-27T22:56:32.000Z,chaoticsahar,اوهم نمی‌دانم یک کاراکتری اینجا اما به هر حال احساس من را منتقل می‌کند,IUST,Sahar,entertainment_and_pop_culture
2023-07-06T23:15:23.000Z,chatGPT,اوهوم بهترین حسی که میشه داشت اون لحظه‌ایه که تو بازی داری برنده میشی و به همه نشون میدی که تا چه حد حرفه‌ای هستی بازی کردن واقعا بهترین چیزه,openai,openai,gaming
2023-07-05T19:55:35.000Z,chatGPT,ورزش و ورزشکاران چقدر باعث شادی و انرژی مثبت میشن همیشه عاشق تماشای بازی‌های ورزشیم و انرژی مثبتی که بهم میدن برایمون انگیزه میشن تا خودمون هم ورزش کنیم و بهترین خودمون رو بسازیم ورزش همیشه برای من جزء زندگیم بوده و هست,openai,openai,sports_and_athletics
2022-12-18T17:59:54.000Z,siraliebi,بدترین آرژانتین تاریخ و بهترین ورژن مسی حال نکردم,SHARIF,Ali,sports_and_athletics
2023-07-07T07:00:36.000Z,chatGPT,حیوانات خونگی بهترین دوستایی هستن که میشه داشت همیشه خوشحال میشن و بهترین توجه رو بهتون میکنن نگهداری از حیوانات یه تجربه‌ی شیرین و مفیده که همه باید امتحان کنن,openai,openai,pets_and_animals
2023-03-04T19:57:13.000Z,tellmewhythou,اگر فردا نرسیدم دانشگاه بدونید گاز شیمیایی زدن تو مترو مصلی,IUST,Melika,travel_and_adventure
2023-05-06T08:55:45.000Z,dramabm,یکی از همکارام از ده فرسخی هم مشخصه عرزشیه یک هفته‌ست داره تکست می‌ده من باید شما رو ببینم باهاتون حضوری صحبت کنم مامان من می‌ترسم,IUST,Behin,other
2023-07-06T20:47:58.000Z,chatGPT,دین و معنویت چیزهایی هستن که هرکس به طریق خودش باهاشون ارتباط داره هیچکس نباید دیگران رو بخاطر باورهاشون قضاوت کنه هر کسی باوری داره که باید احترام بگذاریم,openai,openai,religion_and_spirituality
2023-04-24T21:25:28.000Z,ahangeghamgin,کاش برم جیغ بزنم یه جا,IUST,Taraneh,other
2023-07-07T10:43:53.000Z,chatGPT,هوای امروز واقعا عجیبه صبح که بیرون رفتم خیلی سرد بود اما الان دیدم که خورشید درآمده و همه‌جا روشن شده اونقدر هم خوب نیست که بشه بهار گفت ولی حداقل یه کم امیدوار کننده است,openai,openai,weather_and_seasons
2023-07-07T10:43:53.000Z,chatGPT,این هوای گرم و آفتابی چقدر خوبه خدا رو شکر که بهار اومده و دیگه زمستون تموم شده حالا میشه بیرون رفت و از طبیعت لذت برد,openai,openai,weather_and_seasons
2023-05-26T07:07:06.000Z,ahangeghamgin,ولی من هنوزم درک نکردم چرا یه نفر باید یه نفر دیگه رو به خاطر تلفظ صحیح یه کلمه انگلیسی مسخره کنه صرفا چون به گوشش آشنا نیست یا سوادشو نداره یعنی برعکسه دیگه اونی که سواد داره به جای بیو نمیگه بایو که یه موقع مسخرش نکنن بگن داره کلاس میذاره ما خیلی عجیبیم,IUST,Taraneh,social_issues_and_activism
2023-04-20T11:53:13.000Z,tellmewhythou,فروردین,IUST,Melika,other
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن یه حس خاصی داره وقتی وارد دنیای بازی میشی از همه مشکلات فرار می‌کنی و فقط به لذت بردن از بازی فکر می‌کنی حالا برو بیا بازی کنیم,openai,openai,gaming
2023-05-13T13:31:09.000Z,alzfatemh,صبح قشنگ نبود ولی بعد یوگا قطعا قشنگ شد,TEHRAN,Fatemeh,health_and_wellness
2023-05-21T10:26:43.000Z,haamedht,واقعا این سریال محشره اصلا زبان قاصره از حجم زیبایی داستان و کاراکترها یه اپیزودش در فصل دقیقه بود و کل دقیقه رو اشک ریختم که در نوع خودش عجیبه خلاصه که دوستان ببینید خوبیش هم اینه که لزومی نداره اپیزودو کامل تموم کنی هرجا خواستی ول کنی ول می‌کنی,SHARIF,Hamed,entertainment_and_pop_culture
2023-05-31T16:03:05.000Z,draiusx,بانوی دل‌های داریا کامیلیو بوفیتو پوزیشن‌های باز داره,IUST,Dara,entertainment_and_pop_culture
2023-05-25T19:13:30.000Z,qasedakebahari,حتی به هامون هم گفتم,IUST,Ali,other
2023-07-05T19:04:03.000Z,chatGPT,اوه خبرها این روزا چقدر سیاسی و پیچیده شدن نمیشه حتی یه روز بدون تازه‌های سیاسی گذروند چقدر دنیا پر از اتفاقاته,openai,openai,politics_and_current_affairs
2021-08-28T07:52:19.000Z,selahimanesh,من شب قبل از زدن این توییت,SHARIF,Sina,other
2023-04-20T11:03:36.000Z,alizademhdi,سگ تو ریسرچ درود بر کار منو برگردونید شرکت,SHARIF,Mahdi,pets_and_animals
2023-07-06T00:52:25.000Z,chatGPT,اگه میخواین سلامتیتون رو حفظ کنین یه دسته بهترین راهنماهای سلامت رو بخونین اینکه بدنتون رو درست تغذیه کنید و ورزش بکنید خیلی مهمه سلامتیتون رو اولویت بدین و روزانه به خودتون وقت بدین,openai,openai,health_and_wellness
2023-07-06T11:57:57.000Z,chatGPT,ما باید فکر کنیم که این سیاره تنها محل زندگی ماست و باید به محیط‌زیست و پایداری آن احترام بگذاریم همه باید مشارکت کنیم تا دنیای بهتری برای آینده بسازیم,openai,openai,environment_and_sustainability
2022-09-10T10:03:14.000Z,siraliebi,گفتیم که عقل از همه کاری به درآید بیچاره فروماند چو عشقش به سر افتاد سعدی,SHARIF,Ali,inspirational_and_motivational
2023-05-26T18:34:19.000Z,siahsefid0,دانشکده جدید پزشکی کرج رو دیدین؟ کیرم تو این تامز ب ولله,TEHRAN,UNK-FEMALE,education_and_learning
2022-07-05T18:38:27.000Z,mahdi_____shm,هر چی بیشتر به سمت پختگی میری می‌فهمی راجع به این جماعت باید کمتر حرف بزنی و بیشتر فحش بدی,SHARIF,Mahdi,social_issues_and_activism
2023-04-13T16:48:24.000Z,jasmineagainn,دیگه کم‌کم دارم نمیتونم بدون آل‌استار جدید زندگی کنم,SHARIF,Jasmine,entertainment_and_pop_culture
2023-07-07T07:00:36.000Z,chatGPT,حیوانات خونگی و حیوانات خانگی همیشه بهترین دوستان ما بودن و هستن همیشه وفادار و دلبسته‌اند و زندگی رو شادتر و بهتر می‌کنن دست از خرید حیوانات نکشید یک حیوان خانگی بگیرید و اون رو بهترین برگزیده زندگیتون کنید,openai,openai,pets_and_animals
2023-07-06T08:13:44.000Z,chatGPT,به نظرم مد و استایل هرکسی باید به سلیقه شخصی و خوشایندی خودش بستگی داشته باشه هرچی خودمونی‌تر و خلاقانه‌تر باشیم بهتره,openai,openai,fashion_and_style
2023-07-05T19:04:03.000Z,chatGPT,دولت خوبی که همه ازش انتظار دارن وجود نداره همه این همه سیاست و مصالح شخصی برا همین همیشه تو این مسائل پیچیده میشیم البته همه چیز رو سیاست نگیریم ولی باید برای آینده بهتر تلاش کنیم,openai,openai,politics_and_current_affairs
2023-07-07T04:46:01.000Z,chatGPT,ماشین‌های جدید چقدر قشنگ و باحالن همشون دارن با هوش مصنوعی و تکنولوژی پیشرفته‌ای ساخته میشن امیدوارم یه روزی بتونم یکیشون رو خریداری کنم و توی شهر باهاش پیچ بزنم,openai,openai,automotive
2023-07-06T16:25:56.000Z,chatGPT,تا حالا یه نقاشی رو دیدی که دلتو برد؟ من واقعا عاشق هنر و طراحیم هر وقت یه اثر هنری جدید می‌بینم دستام میلرزه و دلم خواهان خلق یه چیز زیبا میشه هنر و طراحی واقعا بهم انرژی میدن و زندگیمو رنگارنگتر میکنن,openai,openai,art_and_design
2023-04-03T14:42:36.000Z,ahangeghamgin,خونه آینده من همه جاش پر از ساعته فرش و پرده نداره مدرن و در حومه شهره و از همه مهمتر آخرین طبقه با ویوی ابدیه,IUST,Taraneh,home_and_garden
2023-04-12T11:58:45.000Z,haamedht,ویکی‌پدیای دومیری‌گنجی هم‌اکنون,SHARIF,Hamed,education_and_learning
2023-07-06T01:24:25.000Z,chatGPT,چیزی که همیشه باید درباره کسب و کار و مالیات بدانید این است که هیچ‌چیز رایگانی نیست همیشه باید پولی را برای درآمد داشته باشید بهتر است از ابتدا به مدیریت مالی خود توجه کنید تا مشکلات بعدی را پیش‌بینی کنید,openai,openai,business_and_finance
2023-07-06T01:24:25.000Z,chatGPT,بهترین راه برای پیشرفت در دنیای تجارت و مالی اینه که سرمایه گذاری هوشمندانه انجام بدی و همیشه به تحلیل‌ها و روند‌ها توجه کنی دستت رو از روی گاز نبر و با اطمینان به جلو حرکت کن,openai,openai,business_and_finance
2023-07-06T18:50:41.000Z,chatGPT,دوست داری بدونی که کتابایی که خوندی رو کدوما دوست داشتی؟ من میگم همه‌ی کتابا عاشقانه بودن و هیچ کدومو دوست نداشتم,openai,openai,books_and_literature
2023-07-05T23:02:02.000Z,chatGPT,علم و کشف چقدر خفنن هر روزی که بیشتر در موردش می‌دونم خیلی بیشتر از کنجکاو میشم همیشه عاشق اون لحظه‌ای هستم که چیز جدیدی رو کشف می‌کنیم و دنیایمون رو عوض میکنه,openai,openai,science_and_discovery
2023-05-28T22:02:48.000Z,siahsefid0,من بچه بودم همیشه ارزو می‌کردم سالم بشه نمیدونم چرا اما این عدد برام فرق داشت حس می‌کردم از اینجا ب بعد ادما خیلی بزرگ و خفن میشن مثلا,TEHRAN,UNK-FEMALE,inspirational_and_motivational
2023-07-07T02:59:23.000Z,chatGPT,اونقدر خونه و باغ ویلا توی فیلما دیدم که دیگه میخوام یه خونه واقعی داشته باشم که باغشم کنم و همه رو خیره کنم,openai,openai,home_and_garden
2023-07-06T07:58:53.000Z,chatGPT,اون لحظه که غذا توی دستته و بوی خوشش تازه میاد حس خوبی داره که نمیشه توصیفش کرد,openai,openai,food_and_cooking
2023-04-19T22:31:34.000Z,panizanzabi,سجاد افشاریان خودشو میگیره بابا ادم جالبی نیست سجاد افشاریان دو ثانیه بعد از پیام,TEHRAN,Paniz,entertainment_and_pop_culture
2023-05-11T19:29:23.000Z,jasmineagainn,من اینطوری‌ام که عه قرار نیست سر این چیز باهم بجنگیم؟ بیا اصلا واسه تو,SHARIF,Jasmine,social_issues_and_activism
2023-07-06T01:24:25.000Z,chatGPT,توی دنیای کسب و کار و مالیات باید همیشه هوشمندانه و با دقت عمل کنی هیچ کاری به احساس و شانس بستگی نداره فقط به استراتژی و تصمیمات صحیحت پس بیا همه چیز رو درست انجام بدیم و به موفقیت دست پیدا کنیم,openai,openai,business_and_finance
2021-10-24T10:33:01.000Z,selahimanesh,آخ جون RJ بهم تبریک گفته,SHARIF,Sina,entertainment_and_pop_culture
2023-05-31T22:22:22.000Z,faraz_z1,یکی بیاد منو از کره بادوم‌زمینی جدا کنه خیلی خوبه لاناتی,TEHRAN,Faraz,food_and_cooking
2023-04-21T20:26:55.000Z,alizademhdi,چه فرقی می‌کند نوروز باشد فطر یا قربان؟ تو را هرگاه می‌بینم برایم بی‌گمان عید است,SHARIF,Mahdi,religion_and_spirituality
2022-12-17T20:03:00.000Z,siraliebi,تو رژیمم کسی حرف بزنه گازش می‌گیرم,SHARIF,Ali,politics_and_current_affairs
2023-07-06T06:29:49.000Z,chatGPT,چیزی که واقعا دوست دارم اینه که بپزم و بخورم همیشه عاشق آشپزی بودم و همیشه عاشق خوردن هر روز یه غذای جدید امتحان می‌کنم و ازش استقبال می‌کنم خوشم میاد وقتی خودم غذا می‌پزم و دیگه از هیچ رستورانی بهتر نیست,openai,openai,food_and_cooking
2023-07-05T18:23:28.000Z,chatGPT,اوایل آبان دست پر آمدم برای رای دادن اما چیزی که دیدم انقدر خنده‌دار بود که حتی نتونستم عصبانی بشم اینقدر دروغ و فریب بود که نمی‌دونم چیکار کنم امیدوارم که روزی برسه که سیاستمدارا واقعا برای مردم کار کنن و نه برعکس,openai,openai,politics_and_current_affairs
2023-07-07T10:43:53.000Z,chatGPT,اوهوم هوای دیروقتم گرم شده دیگه از تابستون خبری نیست,openai,openai,weather_and_seasons
2023-07-07T04:46:01.000Z,chatGPT,ماشین‌ها خیلی باحالن دوست دارم وقتی با ماشین دارم برم سفر همیشه انتظار ماشین جدید و خفن دارم امیدوارم یه روزی ماشین خودمو داشته باشم,openai,openai,automotive
2023-07-06T20:47:58.000Z,chatGPT,دین و معنویت موضوعیه که هر کسی برای خودش انتخاب میکنه هرکی به چیزی اعتقاد داره که براش راحتی و آرامش میاره براش خوبه احترام به دیگران و نظراتشون مهمه هر کسی در این موضوع آزاده و هیچکس حق نداره دیگران رو قضاوت کنه,openai,openai,religion_and_spirituality
2023-07-05T19:55:35.000Z,chatGPT,ورزش و ورزشکاری دلمونو تنگ کرده حس خوبیه که به جسممون نگاه کنیم و با انرژی خوبی به روزمره بپردازیم همیشه باید فعال باشیم و استراحت هم نکنیم برید ورزش کنید و خودتونو شارژ کنید ‍‍,openai,openai,sports_and_athletics
2023-07-07T04:46:01.000Z,chatGPT,ماشین‌ها خیلی باحالن وقتی باهاشون رانندگی می‌کنی احساس آزادی می‌کنی و همشونم قشنگن,openai,openai,automotive
2023-07-06T11:57:57.000Z,chatGPT,توجه کنید که محیط‌زیست ما روز به‌روز به خطر می‌افتد باید همه با هم تلاش کنیم تا برای پایداری و حفاظت از محیط‌زیست بکوشیم برای آینده بهترمون,openai,openai,environment_and_sustainability
2023-07-07T07:00:36.000Z,chatGPT,من خیلی دوست دارم حیوانات و حیوان خانگی‌ها رو اونا بهمون احساس راحتی و عشق می‌دن همیشه بهترین دوست‌ها هستن,openai,openai,pets_and_animals
2023-07-06T08:13:44.000Z,chatGPT,آخرین مد و استایل چیه؟ من دیگه با سرعت تغییرات مد نمی‌تونم هماهنگ بشم,openai,openai,fashion_and_style
2023-07-07T01:09:32.000Z,chatGPT,به نظرم هیچ چیزی زیبایی و آرایش رو نمیتونه جایگزین کنه اینقدر خوشحال میشم وقتی یه محصول جدید می‌بینم که بتونم امتحانش کنم چقدر دلم میخواد همیشه زیبا و آرایش‌شده باشم,openai,openai,beauty_and_cosmetics
2023-05-13T09:13:36.000Z,alzfatemh,نیاز,TEHRAN,Fatemeh,other
2023-07-06T16:12:14.000Z,chatGPT,اون لحظه که تو داری یه قهوه تو دستت ولی ناگهان متوجه میشی که فراموش کردی شکر بریزی روزت خنده‌دار بشه,openai,openai,funny_and_humorous
2023-07-05T19:04:03.000Z,chatGPT,با این همه چیزی که توی سیاست و امور جاری می‌بینم واقعا جای تعجب داره که چرا هنوزم با همه این مشکلات و مسائل بعضیا به جای حل مشکلات فقط دنبال کسب قدرتن شاید همون قدرت براشون اهمیت بیشتری داره ولی خب چاره‌ای نیست باید با این وضعیت زندگی کنیم,openai,openai,politics_and_current_affairs
2023-07-05T21:10:40.000Z,chatGPT,تکنولوژی و نوآوری یه چیزه خیلی باحاله که هر روز بهتر و بهتر میشه دیگه عمرا میشه بدون تکنولوژی زندگی کرد واقعا ما رو به جلو میبره و زندگیمون رو راحتتر میکنه مرسی از همه کسایی که تو توسعه این حوزه تلاش میکنن,openai,openai,technology_and_innovation
2023-07-06T16:25:56.000Z,chatGPT,هنر و طراحی یکی از بهترین راه‌ها برای بیان خلاقیت و احساساته هر کسی میتونه با هنر و طراحی خودش دنیایی زیبا رو خلق کنه همیشه عاشق تمام آثار هنری هستم نظر شما چیه؟,openai,openai,art_and_design
2022-12-20T22:30:26.000Z,chaoticsahar,ولی او زنده مانده بود از خودش و از دیگران بیزار و همه از او گریزان بودند اما او تا اندازه‌ای عادت کرده بود که همیشه یک زندگانی جداگانه بکند,IUST,Sahar,other
2023-07-07T12:28:32.000Z,chatGPT,اوهوم دیگه هوا خنک شده چرا هنوز بهار نمیاد؟ چقدر انتظار داریم؟,openai,openai,weather_and_seasons
2023-04-08T08:30:05.000Z,esighashang,این Andrew NG یه داداش ناتنی داره به نام Vray NG,IUST,Alex,technology_and_innovation
2023-05-17T15:38:09.000Z,mguideds,امشب قراره ببازیم و هیچ جوره تو پاچم نمیره پپ قهرمان بشه,SHARIF,Mahdi,sports_and_athletics
2023-07-06T22:10:51.000Z,chatGPT,دنیای بی‌نهایت خوب و شیرینی داره اما هیچ‌چیز نمیتونه به خانواده و پرورش فرزند برسه اونا همیشه توی دلمون میمونن و ما رو قوی میکنن همیشه از خانواده‌ات مراقبت کن و ارزششون رو بدون,openai,openai,family_and_parenting
2023-07-06T23:15:23.000Z,chatGPT,من عاشق بازی‌های ویدیوییم همیشه از بازی کردن لذت می‌برم و وقتی داخل دنیای مجازی هستم همه مشکلاتم رو فراموش می‌کنم بازی کردن برایم یه راه خوب برای استراحت و خوشگذرونیه دوست دارین بازی کنین؟,openai,openai,gaming
2021-12-16T15:48:02.000Z,haamedht,اینو دیده‌بودید تو تلگرام‌دسکتاپ؟ وویس‌ها رو می‌شه با سرعت‌های مختلفی گوش داد,SHARIF,Hamed,technology_and_innovation
2023-05-26T20:25:28.000Z,dramabm,نمی‌دونم دیگه این پسره رو بدید من برم سر خونه و زندگیم,IUST,Behin,other
