کاش یه مقدار بیشتر از صفرِ مطلق به زودگذر بودن یه سری اتفاقا باور داشتم.,انقَدَر ثابت دیدنِ همه چیز خوب نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این اشی کاگان واقعا دستخوش داره,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعا چقدر با سیا خوچ میگذره؛ گذر زمان و بگایی و اینا یادم میره کلا.,میشینیم به کصشر گفتن؛ انگار نه انگار که ایرانیم‌.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جا داره که یه تشکر و قدردانی ویژه هم بکنم از دوستِ عزیز و دلبندم مندی جون ساپورتیو مثل همیشه؛ یو یو,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
حتی به هامون هم گفتم:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خیلی دوست داشتم چند تا دیسِ سکسی و پانچِ سنگین بیام ولی زیاد حوصله ندارم این روزا؛ نه واسه این چاقالا، نه تو، نه خودم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
چصناله تراز فقط در این اکانت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دوست داشتم با هم تو اوج باشیم ولی پیکِ نمودارت رسید بهم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
برای اینکه نمودار‌هاتون هر چه سریع‌تر نزولی بشه و اون نکبت رو فراموش کنید، بعد بریک‌آپ روزی  بار(هر  ساعت)برید جلوی آینه و به خودتون اینو یادآوری کنید: دیگه پیشت برنمیگردم حتی اگه بخوایم چون دیگه رفتم و گرفتمت‌ به خایه‌م,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از وقتی ندارمت انگار گم شدم تو خونه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خیلی دافید به خدا.,نمیتونم از پینترستم‌ عکس بذارم و بیام تو چالشتون.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اره.,خودِ مُرده‌م.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این دختره که کلاس ملاسو بیخیال رو اجرا کرد، خودش یکی از دلایل سر‌دردمه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اوه گاد.,واقعا عجب گیم خفنی بودد,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اگه BATMAN ARKHAM ASYLUM بازی کرده باشید، می‌دونید که در اصل اینجا به شدت شبیه نقشه‌ی جائیه که از توی دیوونه‌خونه میرید به BATCAVE.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کاش از این همه کلافگی و ندانم‌حالتی دربیام.,برای ‌کسی که واسه ثانیه به ثانیه‌ی چند سال اخیرش برنامه داشته و الان کصخلش‌ دررفته یعنی توی بدترین حالت ممکن بودن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جدیدا خیلی خستم.,سنگر رو خالی کردم و جام بچه‌ها می‌جنگن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اینجانب قبل دو‌راهی وایسادم و کصخل شدم.,واقعا سخته.,کمک میخوام.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
امروز که می‌خواستم برم یونی زورم میومد  بدم سرِ فیلتر؛ برگشتنی از همون مسیر  پیاده شدم واسه ادکلن میخواید شما هم یه دست بزنید ببینید مخملی نیست؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اصلا کلِ پلی‌لیست‌ها و همه آهنگ‌ها یه طرف، ne me quitte pas خانم پیاف هم یه طرف.,خودایا آخه چقدر صدای این زن خوبههه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعا آندر‌ریتد‌‌ترین آهنگِ موجود، doin time خانم دل‌ریه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اردیبهشتِ مسعود رو دیدم وَ بویِ سوختنی میاد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از این بابت*,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
متاسفانه بوی بگایی ز اوضاع جهان(یکی دو هفته‌ی اول خرداد)می‌شِنَوَم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اردیِ نشاید بهشت: راستش از بیشتر لحظه‌هاییش که خوش گذشت، عکسی نیست وَ از بابت صدقه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دوستان اگه جسم متحرکم رو توی دانشگاه دیدید، خبری از خودم هم بگیرید شاید به مراسم ختمم‌ دعوت شده بودید.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اگه آخوند من رو نکشه، قطعا یه روز این وظیفه خطیر رو سردرد به عهده میگیره و ماشه رو میکشه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از آزتک‌ها برای ابداع پیرسینگ سپتوم تشکر و قدردانی ویژه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
پیرسینگ سپتوم؟,ترن آنی در first impression برای همیشه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نه یعنی واقعا می‌خواستید ایران، خانه‌ی خوبان شود؟,خب ریدید که.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
الان که دقت میکنم، وقتی پشت لپتاپ نشستم آدم شادتریم تا پشت گوشی.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ما در گردشگرد زمان گرفتار هستیم ما نمی‌توانیم برگردیم، تنها می‌توانیم به عقب نگاه کنیم از جایی که آمده‌ایم و در دوره‌ای گردش کنیم و در بازی دایره به دور برویم و در بازی دایره به دور برویم و در بازی دایره به دور برویم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
مرگ کافی‌ست.,جرعه‌ای زندگانیم‌ دهید.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اگر بیهوده می‌گویم، کص ننت یا رب,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
هایده میذارم و می‌خوابم؛ شاید غمام یادم بره.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آخه کصکشا مادرجندگی‌ هم ستایش کردن داره؟,کیریای ادایی ریدم تو این ژانر‌های تخمیتون,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
معماری هم یکی از اون چیزایی بود که خودش رو دوست داشتم ولی جوش رو نه؛ ریاضی هم نخوندم به همین دلیل.,محیط آکادمیک ریاضی رو دوست نداشتم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعا حرفه‌ای که دوست داشتم توی دانشگاه راجع بهش بیاموزم و دنبالش کنم(جز فیزیک عزیز و دوست داشتنی) معماریه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
Maneskin عالی برای همیشه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعا خستَم.,در کلمه نمی‌گنجه این حد از خستگی.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
داشتم عکس‌های این پیج رو می‌دیدم و treat her right پلی بود؛ یه لحظه حس کردم رو اسکیت برد و تو این جاده ام.,Soooo Alright hell yeah alright heck hey heck heck,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دستات قشنگه، ولی تو دستای من.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من وقتی انقلاب:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فشار بخور اصفهانی,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعا از مکالمه کردن و حرف زدن با آدمایی که به حد کافی بالغ شدن لذت میبرم؛ با بقیه آدما اصلا حرفم نَمیه.,و فقط این نیست؛ توی جمعشون هم که قرار میگیرم، معذب میشم.,یه وضع نابسامانی اصلا.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تقریبا از همه‌ی محتوا‌هایی که به زبون عربی منتشر میشه بدم میاد.,بدم هم نیاد حداقل خوشم نمیاد؛ فکر کنم تنها چیزی که توی چند سال اخیر باهاش حال کردم، نسخه‌ی عربیِ آهنگ white rabbit بوده که توی فیلم American hustle شنیدمش.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دلم فاصله گرفتن از شهر میخواد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من واقعا حس میکنم که باید هر توییتی با تفکر چپی دیدم، میوت کنم.,یه سری‌هاش واقعا برام آزار دهنده‌ست.,نمت این همه نفهمی رو هندل کنم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو بگو اینها همه را سببی جز فاصله نیست,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شما هم هر چی صبا دیدید فوتبالی یا با علایق پسرونه بودن یا من باید یه چند تا صبای متفاوت به مجموعه‌ی دوستام اضافه کنم؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کصکش ولم کن,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بالاخره، همین الان، فشارِ کاریِ تخمیِ یه هفته‌ای برداشته میشه از روی دوشم و نفس راحتتت.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فکر کنم دکتر از من بیشتر مست کرده امروزو,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
حالا اینکه تو گروه میگن کلاسِ دوشنبه توی آزمایشگاه برگزار میشه و من چهارشنبه مطلع میشم اکیه ولی اینکه توی این روز به این خلوتی، ساعت : استاد میگه هر کی تمایل داره تشریف بیاره دیگه نرمال نیست,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شدم مثل کاب؛ تنها جایی که می‌تونست مال رو ببینه رویاهاش بود.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
و هر چه بیشتر از هم دور می‌شویم هر چه بیشتر شروع به ابهام می‌کنند سعی می‌کنم نفهمم فقط سعی می‌کنم نفهمم کافی بوده تا بدانم کجا متعلق می‌شوم و اما تو اثبات می‌کنی که اشتباه می‌کنم زیرا هرگاه به یاد بیاورم تمام شب‌هایی که از دست داده‌ایم در عشق تو بیدار شدن من گریه می‌کنم اووو اووو اووو اووو,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تامینو جان متاسفانه fascination ای که ما داشتیم رو هیچ کسی نداشت.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
برای کصکلک کردن هم خستَم‌.,خوابمم نَمیه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
می‌رقصه می‌ریزه آخرین برگ از درخت می‌بنده می‌ره آخر از شهر تیره‌بخت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو این لحظه امیدوارم که دو نفر سینگل باشن؛ یکی رابینِ HIMYM عه یکی هم ملانی میچل.,اولی شاید راحت باشه ولی دومی واقعا کارِ هر کسی نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این عکس این مرتیکه هم خیلی فاز کصکلک داره ها,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دوستان اگه از چایی آلبالو بدتون میاد یعنی چایی آلبالوی خوب نخوردید.,حرف دیگه‌ای ندارم امشب.,شو خوش,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تراپی؟,نه.,ممنون.,الو پدرصگ‌ می‌بینم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از این لحظه به بعد حقِ اینو دارید که اگه تو یونی خفتم کردید، کاردستی طلب کنید.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فکر کنم امشب به اندازه‌ی کل خرداد و تابستون و پروژه کارشناسی و هزار تا کصکلک دیگه توتون گرفتیم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ما آمریکای جدید هستیم بالا بر ماریجوانای قانونی بزرگ شده‌ایم با بیگی و نیروانا ما آمریکای جدید هستیم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ها ها.,سیک کن دایی,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همه هم که سایکو.,ماشالا واقعا سلامت روان تو تایملاین موج میزنه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بابا من میام توییتر بچه‌های ونک به بالا رو ببینم برای چی عکسِ سوسک توییت میکنید چاقالا؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ببینید دوستان وقتی که مُردم و جسمم به خاک برگشت، بیاید Detroit Rock city - KISS رو سر قبرم پلی کنید تا روحم پرواز کنه و اسیر خاک نشه.,ممنون از توجهتون,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
باور کنید حتی دیدن جغدای علموص انقدر منو به خنده نمی‌اندازه یه ،  سال پیش هم فضای مجازی پرِ کصخلایی بود که میخواستن با رای دادن به کلید ایران رو نجات بدن,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همین کارا رو میکنید که بهرام میگه به چی اعتقاد داری؟,=),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همین الان یه کصخل رو توی توییتر دیدم که کنار آواتارش نوشته بود نه به طرح صیانت :))))))),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
هامونم عجیب شده‌ها.,سری بعد نه بیاره تو کار می‌پیچونمش‌ به جاش دست دارا رو میگیرم میبرم تهران مرکز,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بیا از عوارضِ مرگ بگم برات...,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
گوشه تختم بذارید باشم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
گردنبند ماهیِ تیغدار میخوام,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
به*,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
توییتی حاوی نفرت‌پراکنی با نفرت‌ورزان بندِ مانسکین.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو بی‌شرف مادرکش,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همگروهیِ هم‌فاز نعمته بخدا.,با هم غر میزنیم، با هم کار میکنیم، با هم کار نمیکنیم، با هم استرس میگیریم.,راضیم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بابا بچه!,تو خیلی کوچک و قلمبه هستی!,:)),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من تقریبا خیلی قبلتر از مهسا امینی شالم از سرم میوفتاد دیگه سرم نمیکردم، از دانشگاه میومدم بیرون مقنعمو مینداختم، همون زمانم حتی دوستام یه جوری نگاه میکردن.,جدید نبود.,ولی بعد از این ماجرا، استرس عجیبی دارم برا بیرون رفتن، نگاه معنادار هر ننه قمری اذیتم میکنه.,در نهایت تف تو ج.,ا,<PAD>,<PAD>,<PAD>,<PAD>
تا ابد عاشق باقلوام.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اَچیومِنت این ماهم رسیدن به  بود.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ولی من هنوزم درک نکردم چرا یه نفر باید یه نفر دیگه رو به خاطر تلفظ صحیح یه کلمه انگلیسی مسخره کنه، صرفا چون به گوشش آشنا نیست یا سوادشو نداره!,یعنی برعکسه دیگه!,اونی که سواد داره به جای بیو نمیگه بایو که یه موقع مسخرش نکنن بگن داره کلاس میذاره!,ما خیلی عجیبیم!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دختره یکی صرفا بهش قلب قرمز بده تو چَت، میاد میگه فلانی رو من کراش داره!,بعد میگه زود وابسته نشید دوستان، جنبه کراش خوردن داشته باشین!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این محیطه انرژی میبره از من خیلی.,حتی وقتی نشستم و به کسی کاری ندارم و کسی به من کاری نداره,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
به نظر منم هیچ توجیهی نداره آدم با این سن نتونه درست بنویسه “توجیه”!,آخه این چه استدلالیه واقعا؟!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
الان اینا تو یه سطح نیستن، باعث میشه من دلم بخواد پاشم برم پاور یارو رو اصلاح کنم!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بچه برای اولین بار محکم، خودش انگشتمو گرفت و من مُردم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اینا دیگه منو دوست ندارن، یکی بیاد منو ببره از اینجا.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بابا تو چقد زر میزنی,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این بچه داره نمیگه “هه!”؟؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
رفتارهایتان انسانی نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
امروز چرا تعطیله؟,امین سالگرد مرگ کدومشونه؟!,اه اصلا صدای مداحی میشنوم کهیر میزنم دیگه!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دیگه روم نمیشه به مدیرم اس‌ام‌اس بدم که نمیتونم برم، پس چیکار کنم؟,آفرین!,ایمیل میزنم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نه ترانه جلوی خودتو بگیر و به جای لکوموتیو تو پاورپوینتت ننویس لکوموتیر!,رئیس جمهورتو مسخره نکن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بعد از بیش از یک دقیقه فهمیدم که با عینک زیر دوشم!!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ممکنه خانواده ایرانی عملا مجبورت نکنه کاریو که نمیخوای انجام بدی، ولی بعدش که بزرگ میشی میبینی عههه از بچگی به عنوان ارزش کردن تو کَلَت چیزیو که خودشون میخواستن و تهش میگن انتخاب خودت بوده!,بالاخره روش‌های نوین ایجاد فرسودگی و دیکتاتوری، آسون نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کاش مثلا یه ذره داف بودم یا قابلیت داف بودن داشتم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تا ده دقیقه دیگه سیب‌زمینیم نیاد rage میکنم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نباید امروز خونه میموندم میتونم پیش‌بینی کنم تا شب چی میشه!:),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بيا بغلم کن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
پیج پیدا کردم تو اینستا، سوال ریاضی میذاره، وقتی ذهنم مشغوله حل میکنمشون، البته تاثیری در مواجهه با شلوغیت ذهنم نداره، صرفا از لحظاتش لذت میبرم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کمال‌گرایی و عطشِ همیشه بهتر از بقیه بودن,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خدا به نفعشه وجود نداشته باشه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
درواقع: مثال نقصی برای اینکه “ترکیب هردو چیز خوشمزه‌ای خوشمزه است”* میفهمید البته,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این شکلاتایی که لاشون نعناس مثالِ نقضِ قوی‌ایه از اینکه ترکیب هر دو چیز خوشمزه‌ای، خوشمزه نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همچو دوساله‌ها منتظرم مرجانه بیاد منو بوجی‌موجی کنه و ببره دکتر.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
انگیزه‌ها دوام ندارند.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من مریض‌تر از پیشم دارم مریض‌ترم میشم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
صدایم را از دست داده‌ام.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
غُر.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ببینید، از آب جوش خوردن خسته شدم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
پسر این یارو فکر میکنه من خَرَم واقعا :)),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
صنایع,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو نمی‌خواهی روح دردناک من را,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یه جوری حالا به بچه‌پولدارا هیت میده این یارو انگار اگه خودش باباش تیلیادر بود، از پولش استفاده نمیکرد!,فاز اینکه “نه من اگه پول از سر تا پام میریخت بازم کار میکردمِ” الکی میگیره بدم میاد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این لااُبالی بازیا چیه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من تو این اسنپ میمیرم.,خدافظ,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آفرین ترانه، بعد این همه وقت، اورتینک اینکه چرا موهاتو کوتاه کردی رو بکن!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من بیش از چهارسال درس خوندم تو دانشگاه، تاحالا ترم اینجوری نداشتم تو زندگیم.,واقعا نمیدونم چرا انقد داره سرویس میکنه!,اخه به شکل غیرمفیدی هم داره سرویس میکنه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خیلی مواظب ترکش‌هام بودم امروز.,به خودم افتخار میکنم به کسی نپریدم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فاک بابا فاک,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
وای اعصاب کار گروهی ندارم الان که من بذارید بشینم گوشه اتاقم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
سخیف، سخافت، مُسَخَّف، استخفاف.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
“قسل” چجوریه دقیقا؟,قسل؟؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
استاد بی‌سواد خیلی تو مخ منه.,استاد بی‌سوادِ شوخ بیشتر تو مخِ منه.,استاد بی‌سوادِ شوخی که وزیر بوده قبلا، خیلی خیلی بیشتر تو مخمه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شما از کِی میدونستین ریه همون شُشه؟؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شاید اگه دراگ مصرف میکردم زندگی هیجان‌انگیزتری داشتم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کاش برم جیغ بزنم یه جا.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یعنی من تو این دنیا، حقِ جاج کردنِ ارزشی جماعتم ندارم؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این اواخر یه سری پست تو اینستامه که میگه تله‌های شخصیتی دقیقا حاصل کدوم یک از رفتاراییه که تو بچگی باهات شده!,و آقا!,بچه‌دار نشین!,به خدا که نشین.,یعنی شما خودتونو بکشین باز نمیتونین گند نزنین!,به من چه البته.,<PAD>,<PAD>,<PAD>
ایران هیچوقت خونه من نبود.,هیچوقت حس وطن بهم نداد.,از وقتی محیطمو شناختم هیچوقت حس نکردم دارم جایی که بهش متعلقم زندگی میکنم.,ایران هیچی برام نداشت و نداره.,اینو روزی صدبار برای خودم تکرار میکنم که یادم نره جوونیمو باید کجا بگذرونم!,<PAD>,<PAD>,<PAD>,<PAD>
بدون رنگ، روحی نشو,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
مرتیکه خر,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
قرار نیست بهتون بگم در چه حد وسواس فکری دارم، ولی خیلی شدیده.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دیگه زیادی معاشرت کردم این هفته، میرم تو غار که شارژ شم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
وای نه خدایا!,چرا مخصوصا حالا زیرش خط کشیدی؟,محدوداً چیه؟؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اگه امروز مدیرم نیاد از آتئیستی خارج میشم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
الان یادم اومد که تو ارائَم گفتم: اینیشال کاستِ اولیه!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
احساس رضایتی در من نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
